Name,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,objID,ra,dec,run,rerun,camcol,field,type,dered_g,dered_r,dered_i,deVAB_i,expAB_i,lnLExp_i,lnLDeV_i,lnLStar_i,petroR90_i,petroR50_i,mRrCc_i,mCr4_i,texture_i
A8980,588015508201930870,00:57:24.82,-00:44:24.7,58,0.914,0.0,0.017,0.0,0.0,0.069,0.017,0.904,0.027000000000000003,0,1,0,588015508196033252,0.95646056,-0.74172814,3325,41,2,114,GALAXY,23.255825,22.301679999999998,22.311668,0.239882,0.05,-0.981368,-1.097333,-1.0125110000000002,1.111081,0.703322,16.207493,1.304541,-0.089806
A8981,587727180603130000,00:57:25.21,-08:59:12.7,30,0.4,0.033,0.033,0.5,0.033,0.0,0.5670000000000001,0.153,0.805,1,0,0,587727180597363352,0.95479195,-8.98195794,1729,40,6,89,GALAXY,23.407438,22.101614,21.489414,0.05,0.05,-0.716262,-0.816944,-1.193331,2.39608,1.1098629999999998,9.186699,1.599911,-0.080356
A8982,587731185673306216,00:57:25.76,-00:31:11.9,48,0.792,0.0,0.042,0.083,0.021,0.062,0.125,0.792,0.125,0,0,1,587731185667473777,0.96275531,-0.52266603,2662,40,2,289,GALAXY,21.44751,21.022130999999998,21.15292,0.05,0.05,-0.369877,-0.391998,-0.569602,1.046187,0.621804,6.454371,2.448034,-0.005291209
A8983,587727226770096221,00:57:26.35,-09:36:53.5,29,0.034,0.0,0.379,0.414,0.0,0.172,0.7929999999999999,0.011000000000000001,0.8140000000000001,1,0,0,587727226764263913,0.95671599,-9.61492519,1740,40,4,28,GALAXY,22.118948,21.812847,21.376711,0.05,0.05,-0.019566,-0.0093079,-0.051946000000000006,0.324885,0.255271,15.596644,1.540758,-0.035512
A8984,587727227306967144,00:57:26.47,-09:05:12.8,25,0.88,0.0,0.0,0.08,0.04,0.0,0.08,0.846,0.114,0,0,1,587727180597363063,0.95679067,-9.08608844,1729,40,6,89,GALAXY,20.907423,20.232559,19.89072,0.615758,0.7499640000000001,-0.20915599999999998,-0.551193,-9.817169999999999,2.1768389999999997,1.056057,10.024633999999999,2.0336990000000004,-0.034598000000000004
A8985,588015508738801751,00:57:27.10,-00:15:50.7,33,0.273,0.0,0.03,0.6970000000000001,0.0,0.0,0.727,0.23199999999999998,0.768,1,0,0,588015508732903899,0.95957598,-0.26415802,3325,41,3,114,GALAXY,22.048302,21.491514000000002,21.232813,0.09991799999999999,0.09434,-0.48121800000000003,-0.514044,-0.388346,0.630288,0.416523,3.090027,2.003996,0.012331
A8986,587731185673306344,00:57:27.33,-00:34:06.3,31,0.871,0.0,0.0,0.129,0.0,0.0,0.129,0.87,0.13,0,0,1,587731185667473762,0.9568049999999999,-0.56827484,2662,40,2,289,GALAXY,22.389692,21.588960999999998,21.603247,0.199968,0.746894,-2.16594,-2.1515560000000002,-1.8737110000000001,4.46995,1.419273,49.291348,0.161398,0.043155
A8987,587727180603130013,00:57:27.50,-08:51:38.0,52,0.635,0.0,0.057999999999999996,0.28800000000000003,0.019,0.0,0.34600000000000003,0.509,0.47,0,0,1,587727227838005709,0.95999584,-8.86334069,1740,40,6,28,GALAXY,21.983681,20.973288,20.785339,0.843126,0.661004,-0.02706,-0.030501,-0.039589,3.6276010000000003,1.138874,6.03337,1.8440029999999998,-0.034961
A8988,587727177918775386,00:57:27.56,-11:05:22.7,47,0.915,0.0,0.0,0.021,0.064,0.0,0.021,0.8420000000000001,0.08,0,0,1,587727177913008767,0.95564643,-11.08680444,1729,40,1,89,GALAXY,23.05921,21.308311,20.890907000000002,0.099955,0.142233,-0.106369,-0.039007,-0.24900100000000003,3.1509549999999997,1.233414,5.436001999999999,2.178569,-0.050869
A8990,588015510349414594,00:57:27.57,+00:51:51.2,49,0.857,0.0,0.040999999999999995,0.040999999999999995,0.061,0.0,0.08199999999999999,0.828,0.11,0,1,0,588015510343516326,0.95260805,0.86437157,3325,41,6,114,GALAXY,18.915438,18.295873999999998,17.958696,0.349977,0.37851399999999996,-54.501381,-109.467949,-916.2395019999999,4.204348,1.970623,31.389059000000003,2.169279,0.52262
A8992,587727227306967162,00:57:28.96,-09:02:49.8,30,0.1,0.633,0.033,0.233,0.0,0.0,0.9,0.025,0.975,1,0,0,587727180597363065,0.95786609,-9.04785245,1729,40,6,89,GALAXY,21.615776,21.285784,20.778945999999998,0.14998499999999998,0.30089499999999997,-0.076901,-0.078293,-0.115933,1.050031,0.681621,6.624791,1.8576130000000002,-0.054678
A8996,587724233176383678,00:57:29.67,+15:02:09.9,27,0.778,0.0,0.037000000000000005,0.111,0.07400000000000001,0.0,0.14800000000000002,0.37,0.47100000000000003,0,0,1,587730774426059470,0.96080391,15.037811600000001,2566,40,4,315,GALAXY,23.583220999999998,22.165654999999997,21.813089,0.421566,0.5999479999999999,-0.064033,-0.17033099999999998,-0.48218999999999995,0.9556680000000001,0.7208,7.631778999999999,1.7820470000000002,-0.043742
A8997,588015509275672665,00:57:29.81,+00:06:10.9,32,0.0,0.9690000000000001,0.0,0.0,0.0,0.031,0.9690000000000001,0.0,0.9690000000000001,1,0,0,588015509269774804,0.95430162,0.10240985,3325,41,4,114,GALAXY,21.347368,20.860106,20.977659,0.185326,0.353724,-1.11036,-0.7274609999999999,-1.7607709999999999,3.201366,1.282237,10.307849000000001,2.307855,-0.05193300000000001
A8998,587724198814285988,00:57:29.94,+14:52:45.2,47,0.872,0.021,0.043,0.021,0.043,0.0,0.085,0.644,0.287,0,0,1,587727221950841733,0.95643099,14.88231226,1739,40,3,309,GALAXY,23.644894,22.840193,21.024096,0.26819499999999996,0.7818470000000001,-0.647357,-0.647644,-0.388007,1.122948,0.424997,1.435546,1.911328,0.019808000000000003
A8999,587724232102641851,00:57:29.95,+14:21:00.4,25,0.76,0.0,0.0,0.0,0.24,0.0,0.0,0.76,0.0,0,0,1,587727221413905381,0.96027003,14.35139712,1739,40,2,308,GALAXY,22.897470000000002,20.927355,20.214081,0.671061,0.559624,-0.313603,-0.433529,-2.818695,1.242054,0.57372,2.3913130000000002,2.164,-0.051546
A9001,587727225696354405,00:57:30.45,-10:25:55.2,35,0.371,0.0,0.028999999999999998,0.514,0.086,0.0,0.5429999999999999,0.11800000000000001,0.772,0,0,1,587727225690522084,0.95928866,-10.432777699999999,1740,40,2,28,GALAXY,22.301228,21.051582,20.23975,0.485005,0.54719,-0.023347,-0.141075,-6.959477000000001,1.7293490000000002,0.794339,5.212059,2.050847,0.002656131
A9002,587724234250125383,00:57:30.75,+15:55:42.2,47,0.36200000000000004,0.0,0.0,0.043,0.27699999999999997,0.319,0.043,0.36200000000000004,0.043,0,0,1,587730775499801594,0.95866059,15.92624691,2566,40,6,315,GALAXY,23.44817,22.349056,20.846422,0.294926,0.345017,-0.013041999999999998,-0.030322,-0.561555,6.420249,2.149074,26.852565999999996,1.830444,0.004629516
A9003,588015509812543576,00:57:30.98,+00:25:28.5,29,0.44799999999999995,0.0,0.0,0.10300000000000001,0.10300000000000001,0.345,0.10300000000000001,0.426,0.122,0,0,1,588015509806646208,0.96006635,0.42304154,3325,41,5,114,GALAXY,23.564592,26.574222999999996,24.209095,0.191387,0.05,-0.07173,-0.06461499999999999,-0.02893,3.162306,1.6544,62.454693000000006,-2.667465,0.01001
A9004,587727226233225285,00:57:31.31,-09:53:00.4,57,0.544,0.053,0.053,0.298,0.053,0.0,0.40399999999999997,0.209,0.7140000000000001,0,0,1,587727179523621249,0.96193572,-9.88117368,1729,40,4,89,GALAXY,21.953569,20.479681,20.059168,0.211745,0.283509,-0.029958,-0.015105,-2.6825959999999998,2.3444380000000002,0.867632,4.811594,2.048858,-0.021026
A9005,587731187283918988,00:57:31.48,+00:45:55.9,39,0.897,0.0,0.0,0.026000000000000002,0.0,0.077,0.026000000000000002,0.878,0.044000000000000004,0,1,0,587731187278086182,0.96182108,0.76586042,2662,40,5,289,GALAXY,23.661745,22.259114999999998,20.476847,0.421375,0.609521,-0.29268,-0.342744,-2.610764,2.8438630000000003,1.941789,23.044860999999997,2.035905,-0.062563
A9007,587731185136435323,00:57:31.86,-00:55:40.2,72,0.306,0.0,0.013999999999999999,0.597,0.042,0.042,0.611,0.306,0.611,0,0,1,587731185130602929,0.9593636999999999,-0.9327603000000001,2662,40,1,289,GALAXY,21.049849,19.754162,19.44173,0.538395,0.635159,-2.232374,-9.827755,-98.519508,2.6846810000000003,1.470805,18.097927,2.0676,0.05744
A9008,587731186747048082,00:57:32.03,+00:16:26.8,29,0.414,0.0,0.034,0.24100000000000002,0.31,0.0,0.276,0.414,0.276,0,0,1,587731186741215259,0.96160707,0.27346621,2662,40,4,289,GALAXY,23.204145,21.478512,21.515219000000002,0.4252,0.483425,-0.017581,-0.019883,-0.37889,2.760093,2.040211,19.707086999999998,0.348562,-0.029537
A9011,587724232102707341,00:57:34.37,+14:11:35.7,22,0.182,0.045,0.364,0.091,0.136,0.182,0.5,0.12,0.551,0,0,1,587730773352317306,0.95724583,14.18967033,2566,40,2,315,GALAXY,22.537098,22.016275,21.962654,0.05,0.05,-2.880414,-2.879094,-2.182613,0.348543,0.229935,0.909435,1.163599,0.017431
A9020,587727180066324483,00:57:36.74,-09:14:24.7,33,0.848,0.0,0.03,0.121,0.0,0.0,0.152,0.848,0.152,0,1,0,587727227301135174,0.95894405,-9.23707838,1740,40,5,28,GALAXY,23.256514000000003,22.359061999999998,21.315037,0.276934,0.41308500000000004,-0.002685715,-0.005323832,-0.031594,1.5692409999999999,0.812485,7.883405000000001,1.5469620000000002,-0.013434
A9026,587731186747113555,00:57:38.10,+00:18:50.7,41,0.659,0.073,0.0,0.171,0.098,0.0,0.244,0.295,0.542,0,0,1,587731186741215595,0.9620515,0.31760821,2662,40,4,289,GALAXY,21.792251999999998,20.911427,20.66251,0.651419,0.6134,-0.136487,-0.218875,-5.580598999999999,2.807941,1.316799,12.703842999999999,2.100192,-0.016338
A9027,588015508738801765,00:57:38.28,-00:24:37.3,55,0.618,0.0,0.145,0.2,0.036000000000000004,0.0,0.345,0.395,0.56,0,0,1,588015508732904234,0.9639841,-0.40512551,3325,41,3,114,GALAXY,24.038055,23.029285,21.703571,0.05,0.05,-0.070366,-0.072312,-0.07550599999999999,0.9059959999999999,0.534467,5.817337,1.963745,-0.055626999999999996
A9028,588015509275672688,00:57:38.72,+00:08:04.4,30,0.833,0.0,0.067,0.1,0.0,0.0,0.16699999999999998,0.6729999999999999,0.327,0,1,0,588015509269774813,0.95749064,0.13096876,3325,41,4,114,GALAXY,21.430017000000003,20.518347,20.333544,0.621935,0.509482,-2.329312,-2.251363,-3.178064,2.3340389999999998,0.793896,3.2810699999999997,2.211734,-0.071189
A9029,587724233176383695,00:57:39.62,+15:12:13.8,27,0.852,0.0,0.037000000000000005,0.0,0.111,0.0,0.037000000000000005,0.84,0.049,0,0,1,587727222487712438,0.95988862,15.2044584,1739,40,4,309,GALAXY,22.773098,21.716616000000002,22.053808,0.08989,0.09714400000000001,-0.556064,-0.55616,-0.328266,0.49344399999999994,0.35466,0.9183180000000001,4.104845,0.022186
A9030,587731185136500844,00:57:39.84,-00:53:33.1,32,0.531,0.0,0.0,0.469,0.0,0.0,0.469,0.531,0.469,0,0,1,587731185130602705,0.96675859,-0.89082366,2662,40,1,289,GALAXY,22.973564,21.820255,21.382385,0.083228,0.118127,-0.007428305,-0.008988528,-0.005295886999999999,3.483565,0.752984,2.8394790000000003,2.2044349999999997,0.022369
A9031,587731185673371767,00:57:40.18,-00:35:28.6,33,0.909,0.0,0.0,0.03,0.061,0.0,0.03,0.905,0.035,0,1,0,587731185667473766,0.95930709,-0.59188369,2662,40,2,289,GALAXY,21.713203,20.803429,20.161781,0.073128,0.10986199999999999,-0.20642600000000003,-0.246243,-13.148107999999999,2.45989,1.026443,7.02123,2.1226700000000003,-0.032669
A9032,587724199351156966,00:57:40.31,+15:17:38.9,33,0.97,0.0,0.0,0.03,0.0,0.0,0.03,0.955,0.045,0,1,0,587727222487712663,0.9633421,15.29317537,1739,40,4,309,GALAXY,24.843681,24.461935,21.748209,0.05,0.05,-1.0752540000000002,-0.9950959999999999,-1.034084,0.563103,0.331556,-27.4562,0.0,-0.092132
A9033,587731185136500907,00:57:40.58,-00:52:27.8,47,0.319,0.021,0.40399999999999997,0.23399999999999999,0.021,0.0,0.66,0.049,0.922,1,0,0,587731185130603209,0.96017238,-0.86935563,2662,40,1,289,GALAXY,22.854656,22.259731,22.004795,0.362683,0.39300300000000005,-0.916274,-1.068707,-1.4219469999999998,2.381707,0.953889,12.495292999999998,1.9727009999999998,-0.09286799999999999
A9035,587727226770096255,00:57:41.39,-09:36:39.7,57,0.544,0.035,0.07,0.298,0.053,0.0,0.40399999999999997,0.188,0.732,0,0,1,587727226764263924,0.9637694,-9.6103394,1740,40,4,28,GALAXY,22.381428,21.752342000000002,21.997971,0.8315879999999999,0.307268,-0.012431000000000001,-0.016444999999999998,-0.091878,5.452813,2.449796,46.921307,1.955988,-0.031441000000000004
A9038,588015508201930915,00:57:42.52,-00:40:48.0,57,0.193,0.33299999999999996,0.035,0.40399999999999997,0.035,0.0,0.772,0.10400000000000001,0.8590000000000001,1,0,0,588015508196032982,0.96183605,-0.67929327,3325,41,2,114,GALAXY,19.264143,18.391916000000002,17.973285999999998,0.680555,0.709997,-3.868329,-82.95591,-979.000916,4.135987999999999,2.1419599999999996,38.726749,2.1714830000000003,0.11081099999999999
A9039,587727225696354427,00:57:42.71,-10:17:56.2,31,0.161,0.129,0.09699999999999999,0.581,0.032,0.0,0.8059999999999999,0.151,0.816,1,0,0,587727178986750629,0.96051463,-10.30120434,1729,40,3,89,GALAXY,23.092072,20.996845,20.106331,0.441459,0.622869,-0.26268800000000003,-0.539134,-5.451333999999999,1.351642,0.769828,6.525252,2.108885,-0.063696
A9041,587727226233225313,00:57:43.11,-10:01:04.0,32,0.5,0.0,0.031,0.344,0.062,0.062,0.375,0.5,0.375,0,0,1,587727226227393363,0.96101367,-10.01686641,1740,40,3,28,GALAXY,23.943954,22.797884,21.503864,0.29997199999999996,0.274571,-0.382157,-0.418645,-0.44175299999999995,1.907547,0.677027,4.265028,1.977057,-0.065303
A9042,588015509812543607,00:57:43.53,+00:28:53.8,28,0.214,0.107,0.0,0.46399999999999997,0.0,0.214,0.5710000000000001,0.124,0.649,0,0,1,588015509806646047,0.96168482,0.47997566,3325,41,5,114,GALAXY,23.260866,22.967691000000002,21.441544,0.05,0.058619000000000004,-0.008481538,-0.006074633,-0.0038342890000000003,2.044238,0.714166,4.775578,2.119208,0.009114965
A9043,587727226233225321,00:57:43.63,-09:57:34.7,61,0.19699999999999998,0.0,0.44299999999999995,0.311,0.049,0.0,0.754,0.09699999999999999,0.85,0,0,1,587727179523621244,0.95994388,-9.96155825,1729,40,4,89,GALAXY,20.90749,20.481548,20.465519,0.207671,0.130334,-0.668914,-0.298752,-2.511902,4.44608,2.248239,10.906386,2.342918,-0.043267
A9044,587727227306967190,00:57:43.67,-09:06:44.4,29,0.10300000000000001,0.0,0.621,0.24100000000000002,0.034,0.0,0.862,0.040999999999999995,0.9229999999999999,1,0,0,587727180597363070,0.96023088,-9.11711076,1729,40,6,89,GALAXY,22.253059,21.822374,21.440794,0.05,0.05,-0.0030047109999999998,-0.009350588,-0.110624,2.098806,1.438218,14.020081,1.727414,-0.035677999999999994
A9045,587731186210242700,00:57:44.50,-00:05:18.4,33,0.061,0.0,0.636,0.303,0.0,0.0,0.9390000000000001,0.015,0.985,1,0,0,587731186204344778,0.96628245,-0.08804166,2662,40,3,289,GALAXY,22.073578,21.611654,21.43741,0.05,0.09815,-0.457583,-0.45577,-0.327948,2.152301,0.724903,2.751379,2.107027,0.013883000000000001
A9047,587724231565836413,00:57:45.08,+13:54:59.3,41,0.878,0.024,0.0,0.049,0.049,0.0,0.073,0.821,0.128,0,0,1,587730772815446432,0.9643599,13.91166243,2566,40,1,315,GALAXY,23.605345,21.605019,20.70068,0.098969,0.067589,-2.186218,-2.2519259999999997,-1.878498,2.304017,0.783011,2.575908,1.8957169999999999,0.012763
A9048,588015508738801701,00:57:45.36,-00:24:43.2,35,0.629,0.0,0.0,0.0,0.028999999999999998,0.34299999999999997,0.0,0.629,0.0,0,0,1,588015508732903909,0.96357217,-0.41661818,3325,41,3,114,GALAXY,21.254337,20.515545,20.294867,0.372216,0.444905,-0.737514,-1.536265,-11.485167,1.950148,0.8945780000000001,7.055687,2.090639,-0.059739999999999994
A9050,587727227306967084,00:57:46.41,-09:13:08.1,26,0.9229999999999999,0.0,0.0,0.077,0.0,0.0,0.077,0.92,0.08,0,1,0,587727227301135029,0.95953679,-9.221081,1740,40,5,28,GALAXY,23.163317000000003,22.09054,22.639101,0.05,0.05,-0.094216,-0.09401699999999999,-0.045278,0.258071,0.158672,-64.331383,2.381841,0.005865097
A9051,587731185673371705,00:57:46.47,-00:34:56.3,23,0.9570000000000001,0.0,0.0,0.0,0.043,0.0,0.0,0.9570000000000001,0.0,0,1,0,587731185667473607,0.96459027,-0.58385921,2662,40,2,289,GALAXY,25.024014,24.907457,23.538952,0.05,0.05,-2.666124,-2.298759,-2.070415,0.26061,0.18186300000000002,-40.202541,-0.41781499999999994,0.023906999999999998
A9052,587727225696354438,00:57:47.81,-10:17:57.3,53,0.321,0.019,0.038,0.547,0.057,0.019,0.604,0.27,0.654,0,0,1,587727178986750629,0.96051463,-10.30120434,1729,40,3,89,GALAXY,23.092072,20.996845,20.106331,0.441459,0.622869,-0.26268800000000003,-0.539134,-5.451333999999999,1.351642,0.769828,6.525252,2.108885,-0.063696
A9056,587727180603195480,00:57:48.33,-08:57:29.2,56,0.054000000000000006,0.857,0.018000000000000002,0.054000000000000006,0.0,0.018000000000000002,0.929,0.018000000000000002,0.9640000000000001,1,0,0,587727180597363359,0.96516998,-8.96502678,1729,40,6,89,GALAXY,22.987122,22.036125,22.210518,0.115452,0.085901,-0.163464,-0.164207,-0.07645700000000001,-9999.0,-9999.0,-9999.0,-9999.0,-0.0026662829999999998
A9057,587731185136500861,00:57:48.74,-01:00:14.6,55,0.909,0.0,0.0,0.055,0.018000000000000002,0.018000000000000002,0.055,0.904,0.059000000000000004,0,1,0,587731185130602925,0.95698435,-1.00293212,2662,40,1,289,GALAXY,22.219772,21.095537,21.317073999999998,0.13353099999999998,0.152611,-0.0020129970000000003,-0.004057346,-0.07305299999999999,3.985514,1.139936,13.359085,1.992272,-0.026095
A9059,587724233176449163,00:57:49.24,+15:02:00.2,23,0.826,0.0,0.087,0.043,0.043,0.0,0.13,0.43,0.47200000000000003,0,0,1,587730774426059138,0.96782995,15.03340727,2566,40,4,315,GALAXY,22.703753,23.189598,22.61721,0.051736000000000004,0.05,-2.569681,-2.569702,-1.920247,-9999.0,-9999.0,-9999.0,-9999.0,0.091802
A9063,587731186747113577,00:57:49.86,+00:13:00.0,45,0.289,0.0,0.022000000000000002,0.6890000000000001,0.0,0.0,0.711,0.161,0.8390000000000001,1,0,0,587731186741215346,0.96224159,0.21245847,2662,40,4,289,GALAXY,22.034872,21.36187,21.264378,0.09854299999999999,0.129571,-0.0009549166000000001,-0.0008787207000000001,-0.064346,2.590217,1.002842,6.793211,1.8460299999999998,-0.022215000000000002
A9064,587731186210242712,00:57:49.87,-00:00:09.6,34,0.588,0.0,0.0,0.294,0.08800000000000001,0.028999999999999998,0.294,0.18899999999999997,0.608,0,0,1,587731186204345197,0.96367636,-0.00402664,2662,40,3,289,GALAXY,23.308301999999998,22.557373000000002,21.495731,0.14085599999999998,0.153229,-0.060975,-0.060538999999999996,-0.144845,1.183641,0.566267,5.372719,1.969498,-0.057139999999999996
A9065,588015508738801726,00:57:50.49,-00:19:37.1,20,0.6,0.1,0.2,0.05,0.05,0.0,0.35,0.47,0.47600000000000003,0,0,1,588015508732903911,0.96521238,-0.32608899999999996,3325,41,3,114,GALAXY,22.784685,22.193176,22.090729,0.371431,0.05,-0.06694299999999999,-0.066939,-0.025893,2.246298,0.577963,1.7052619999999998,2.130975,0.001957766
A9067,588015508738801776,00:57:51.15,-00:25:03.7,26,0.462,0.038,0.077,0.385,0.038,0.0,0.5,0.363,0.597,0,0,1,588015508732903909,0.96357217,-0.41661818,3325,41,3,114,GALAXY,21.254337,20.515545,20.294867,0.372216,0.444905,-0.737514,-1.536265,-11.485167,1.950148,0.8945780000000001,7.055687,2.090639,-0.059739999999999994
A9068,587727180066324517,00:57:51.42,-09:17:50.3,52,0.5,0.019,0.077,0.17300000000000001,0.231,0.0,0.26899999999999996,0.158,0.485,0,0,1,587727227301134827,0.96917172,-9.29980962,1740,40,5,28,GALAXY,22.407314000000003,23.430851,24.510385999999997,0.05,0.05,-0.5686359999999999,-0.612753,-0.42601400000000006,0.34398,0.24733899999999998,-9999.0,-9999.0,0.003671455
A9070,588015508738801779,00:57:51.70,-00:13:46.6,28,0.429,0.28600000000000003,0.0,0.28600000000000003,0.0,0.0,0.5710000000000001,0.369,0.631,1,0,0,588015508732903908,0.96326985,-0.23479301,3325,41,3,114,GALAXY,21.622164,20.492653,20.126863,0.36745300000000003,0.49161499999999997,-0.247337,-0.44385,-22.107481,2.543414,1.2888870000000001,13.81906,2.129146,-0.0442
A9071,587727227843838109,00:57:52.79,-08:47:39.4,32,0.094,0.062,0.562,0.21899999999999997,0.031,0.031,0.8440000000000001,0.049,0.887,1,0,0,587727227838006064,0.96430739,-8.79879269,1740,40,6,28,GALAXY,26.762860999999997,23.358847,24.488441,0.05,0.05,-0.865074,-0.9796440000000001,-0.736386,1.7101529999999998,1.633222,-9999.0,-9999.0,0.007563337
A9076,587724198814351461,00:57:53.42,+14:58:45.0,22,0.591,0.045,0.045,0.182,0.136,0.0,0.273,0.39799999999999996,0.43799999999999994,0,0,1,587730774426059131,0.96616099,14.97696208,2566,40,4,315,GALAXY,22.609389999999998,24.661448,24.791114999999998,0.068875,0.095167,-0.041351,-0.041352,-0.014422999999999998,-9999.0,-9999.0,39.155319,-0.324115,0.00434761
A9079,588015508201930841,00:57:53.69,-00:48:52.8,52,0.9420000000000001,0.0,0.0,0.0,0.038,0.019,0.0,0.9420000000000001,0.0,0,1,0,588015508196032983,0.96105816,-0.81817048,3325,41,2,114,GALAXY,21.914314,21.299072,21.029791,0.098255,0.10581900000000001,-0.14463399999999998,-0.40081700000000003,-3.495446,6.28646,1.965043,17.280296,0.660977,-0.039620999999999996
A9082,587724233713320031,00:57:54.50,+15:37:45.7,30,0.5670000000000001,0.0,0.033,0.33299999999999996,0.067,0.0,0.36700000000000005,0.29600000000000004,0.616,0,0,1,587727223024583477,0.96452947,15.63076679,1739,40,5,309,GALAXY,23.007658,22.195892,22.285641000000002,0.10681099999999999,0.107873,-0.068596,-0.077627,-0.038055,0.530474,0.438778,-38.161572,-1.066805,0.008507157
A9083,587727180603195494,00:57:55.13,-08:52:22.0,30,0.433,0.033,0.033,0.36700000000000005,0.133,0.0,0.433,0.105,0.7,0,0,1,587727227838006023,0.96466722,-8.87795836,1740,40,6,28,GALAXY,23.378054000000002,22.992977,20.909136,0.05,0.05,-0.33676999999999996,-0.274486,-0.609708,2.629813,1.007728,5.99381,1.3022639999999999,-0.071417
A9086,587727226770096309,00:57:56.52,-09:31:30.9,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,587727180060492139,0.96740661,-9.52738737,1729,40,5,89,GALAXY,22.261312,21.174807,21.095177,0.349723,0.882318,-0.029032,-0.019041,-0.019222,1.219172,0.678258,4.003139,2.230036,-0.0356
A9089,588015507665125474,00:57:57.09,-01:07:29.3,29,0.897,0.0,0.034,0.0,0.069,0.0,0.034,0.873,0.057,0,0,1,588015507659161825,0.96573974,-1.12268314,3325,41,1,114,GALAXY,20.882818,19.833952,19.433445000000003,0.18124300000000002,0.254885,-0.046223,-0.013083000000000001,-13.23516,2.9352650000000002,1.360176,17.176689,2.209113,-0.017212
A9091,587727179529453692,00:57:57.96,-09:43:14.6,30,0.33299999999999996,0.36700000000000005,0.0,0.233,0.067,0.0,0.6,0.109,0.809,0,0,1,587727226764263930,0.96591226,-9.71767237,1740,40,4,28,GALAXY,21.693346,24.044382000000002,22.721355,0.05,0.05,-0.05829500000000001,-0.06699,-0.050437,7.128217,6.964278,59.378131999999994,-5.428959,0.0032271879999999998
A9092,587724198814351483,00:57:58.25,+14:52:06.7,27,0.667,0.037000000000000005,0.0,0.07400000000000001,0.222,0.0,0.111,0.578,0.18100000000000002,0,0,1,587727221950841742,0.96969167,14.86682295,1739,40,3,309,GALAXY,24.445269,22.904455,21.873155999999998,0.099861,0.052753999999999995,-0.426259,-0.46238199999999996,-0.344953,0.6143029999999999,0.388816,2.059907,2.011688,0.010383
A9094,587724233713320044,00:57:58.88,+15:31:45.2,31,0.935,0.0,0.032,0.0,0.032,0.0,0.032,0.888,0.078,0,0,1,587730774962930442,0.96693215,15.52885101,2566,40,5,315,GALAXY,23.037485,20.966074,20.443628,0.5503779999999999,0.700028,-0.691117,-0.71844,-0.807114,0.952425,0.604362,3.241062,2.026912,-0.058785000000000004
A9095,588015508738867281,00:57:59.01,-00:23:12.6,38,0.868,0.0,0.053,0.079,0.0,0.0,0.132,0.728,0.272,0,0,1,588015508732903918,0.9678867,-0.38496483,3325,41,3,114,GALAXY,21.483025,20.518002,20.010220999999998,0.284009,0.397964,-0.413609,-1.399689,-14.84549,1.3821430000000001,0.796971,7.221049000000001,2.167006,-0.066939
A9097,587727178992582777,00:58:00.07,-10:05:35.7,38,0.053,0.0,0.105,0.816,0.026000000000000002,0.0,0.9209999999999999,0.053,0.9209999999999999,1,0,0,587727226227393398,0.96143354,-10.09634814,1740,40,3,28,GALAXY,26.977460999999998,25.292025,22.821587,0.05,0.05,-6.949269999999999,-6.9691089999999996,-6.195053,0.663365,0.41509700000000005,-3.5798959999999997,0.0,1.4162370000000002
A9098,587724232102707389,00:58:00.11,+14:14:45.0,28,0.821,0.0,0.0,0.071,0.107,0.0,0.071,0.588,0.235,0,0,1,587730773352317327,0.97025664,14.24735005,2566,40,2,315,GALAXY,22.466959,21.588255,21.167067000000003,0.05,0.05,-0.003836676,-0.00644834,-0.4059,1.697352,0.773834,5.998053,1.883347,-0.030414999999999998
A9100,588015508738867293,00:58:00.43,-00:20:22.2,26,0.6920000000000001,0.038,0.0,0.115,0.154,0.0,0.154,0.5870000000000001,0.245,0,0,1,588015508732903907,0.96302304,-0.33626667,3325,41,3,114,GALAXY,22.432861,22.006195,22.349241,0.149776,0.227989,-0.111463,-0.153928,-0.236529,2.271714,1.6536380000000002,18.17384,1.7842529999999999,-0.034657
A9101,588015508738867285,00:58:00.46,-00:17:27.2,63,0.9209999999999999,0.0,0.016,0.032,0.032,0.0,0.048,0.887,0.081,0,1,0,588015508732904235,0.96710581,-0.28828534,3325,41,3,114,GALAXY,24.623493,22.637497,21.724386,0.05,0.05,-0.050565,-0.039327,-0.027893,1.998227,1.190857,0.6987680000000001,1.938436,0.009643555
A9103,587724197740609703,00:58:01.72,+13:58:04.2,29,0.828,0.0,0.034,0.069,0.069,0.0,0.10300000000000001,0.633,0.272,0,0,1,587727220877099570,0.97152688,13.96881784,1739,40,1,309,GALAXY,23.403944,21.845148000000002,20.964825,0.22912600000000002,0.236637,-0.169221,-0.137572,-0.755273,2.062202,1.0903770000000002,5.17697,2.386686,-0.054532000000000004
